02-2023
-83,72;BYN;21.03.2022
-119,42;BYN;21.03.2022
-15,00;BYN;21.03.2022
-3,80;BYN;21.03.2022
-0,50;BYN;21.03.2022
-5,58;BYN;21.03.2022
-0,80;BYN;21.03.2022
-111,54;BYN;21.03.2022
-1,10;BYN;21.03.2022
-45,30;BYN;21.03.2022
-36,84;BYN;21.03.2022
-18,10;BYN;21.03.2022
-32,10;BYN;21.03.2022
-73,91;BYN;21.03.2022
-4,10;BYN;21.03.2022
-6,10;BYN;21.03.2022
-5,00;BYN;21.03.2022
-4,70;BYN;21.03.2022
-15,56;BYN;21.03.2022
-3,60;BYN;21.03.2022
-6,60;BYN;21.03.2022
-31,70;BYN;21.03.2022
-3,60;BYN;21.03.2022
-16,85;BYN;18.03.2022
-12,96;BYN;18.03.2022
-19,10;BYN;18.03.2022
-6,50;BYN;17.03.2022
-29,75;BYN;17.03.2022
-15,00;BYN;17.03.2022
-17,14;BYN;17.03.2022
-6,00;BYN;17.03.2022
-50,55;BYN;17.03.2022
-4,20;BYN;17.03.2022
-36,96;BYN;16.03.2022
-4,60;BYN;16.03.2022
-46,47;BYN;16.03.2022
-0,40;BYN;16.03.2022
-5,00;BYN;16.03.2022
-77,91;BYN;16.03.2022
-154,69;BYN;15.03.2022
-44,69;BYN;15.03.2022
-39,39;BYN;15.03.2022
-23,02;BYN;15.03.2022
-40,18;BYN;15.03.2022
-4,79;BYN;15.03.2022
27,33;BYN;14.03.2022
-1,60;BYN;14.03.2022
-0,50;BYN;14.03.2022
-37,31;BYN;14.03.2022
-5,00;BYN;14.03.2022
-20,00;BYN;14.03.2022
-74,62;BYN;14.03.2022
-7,00;BYN;14.03.2022
-0,40;BYN;14.03.2022
-30,13;BYN;12.03.2022
-62,00;BYN;12.03.2022
-10,20;BYN;12.03.2022
-7,90;BYN;12.03.2022
-10,83;BYN;12.03.2022
-12,43;BYN;12.03.2022
-44,83;BYN;12.03.2022
-38,96;BYN;11.03.2022
-34,54;BYN;11.03.2022
-43,82;BYN;11.03.2022
-11,90;BYN;11.03.2022
-25,36;BYN;10.03.2022
-48,89;BYN;10.03.2022
-13,06;BYN;10.03.2022
-238,00;BYN;10.03.2022
-31,93;BYN;10.03.2022
